,House Name,Price $
25959,Nice and Cozy Room in Astoria Close to Manhattan.,49
25960,Two-storey Park Slope Apartment,120
25961,"Manhattan nyc private room B
15 min F Times Square",69
25962,Central Park and Museum mile Privarte room 105th.,85
25963,Private Studio Sublet in Upper East Side,120
25964,Sun-Filled Cobble Hill Loft,135
25965,Brownstone apartment in Bed-Stuy,49
25966,Beautiful room+PRIVATE BATHROOM | 20m to Manhattan,100
25967,The Prince - A Nolita One Bedroom Apartment,250
25968,"Experiencing Tranquility in Private home, Room # 3",48
25969,"Colorful, Open and Spacious 1br in Inwood!",87
25970,"Hrlem Brownstone,By CentralPark.22 min Time Square",85
25971,Back to the 90s Bedroom,48
25972,Comfy room in Manhattan 4 blocks from central park,90
25973,"Luxury room w/ balcony, 5 mins to subway",60
25974,Home away from home in Brooklyn,50
25975,Sunny Room in Kensington,85
25976,Williamsburg home away from home,70
25977,Cozy studio in Park Slope,125
25978,Cheap Large Bedroom w/WorkDesk- 10min to JFK/Mall,45
25979,Spacious Room in Sunny Brownstone (Ft. Greene),88
25980,Room with PRIVATE entrance! Welcome to Upper east!,89
25981,Cheap Small Bedroom w/Desk 10min to JFK & Mall,42
25982,"Flatbush - Ditmas Park, Brooklyn, NY",50
25983,"DaDukes ""DC""",120
25984,"Spacious bedroom, next to Subway, mins to park!",60
25985,Cozy Spot on the UWS,62
25986,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,175
25987,"LGBTQ+ Super Chill Brooklyn Private Room, JMZ,",76
25988,Super Comfy Double Bed in new 2 story house!,47
25989,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,175
25990,Private 1-bedroom Modern Apt in Upper Manhattan,60
25991,SUNNY + MODERN NEW 1 BEDROOM APARTMENT IN BEDSTUY,200
25992,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,175
25993,Comfy Clean Room Near JFK,55
25994,IN MINT CONDITION-1BR&TERRACE-E 44TH/UNITED NATION,220
25995,Sofa bed in bright & beautiful apt (with rooftop),60
25996,Manhattan view in Bushwick,50
25997,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,175
25998,2BR Private Summer Oasis in Manhattan,75
25999,"Peaceful, Spacious and Comfy 3BR Oasis!",250
26000,Sunny Bushwick Room w/ Rooftop Manhattan View!,85
26001,Charming 1 bed in ❤️ of Greenwich Village.,174
26002,Bushwick Oasis,100
26003,Duplex w private garden - up to 6 guests,260
26004,Airy room 2 beds 40 min to Man. Midway LGA/JFK,75
26005,Warm Duplex in a Brownstone,160
26006,"New Building w/ Rooftop & Laundry, Cozy Room",88
26007,"20 Min to Manhattan, in the Heart of Ridgewood",170
26008,Best location Large Room in the Heart of Wbrg!,95
26009,Spacious Brooklyn Bedroom Close to Manhattan et al,62
26010,Huge Room in Beautiful New Renovated Apartment,45
26011,Cozy Studio,100
26012,Large private bedroom near Manhattan.,60
26013,"$6,500 p/m or short term, 5 Star, LUX, Clean, Big",211
26014,Newly Renovated Apartment in the Heart of Brooklyn,100
26015,Charming Boerum Hill Private 2 Bdrm Apt,250
26016,Great studio on Restaurant Row in Harlem,125
26017,Clean Chinatown Studio,145
26018,Boutique Hotel-Like Room in Brooklyn With A View,116
26019,Perfect room for female/steps to Ctral Park+subway,50
26020,Charming 1BR in Lively Bed-Stuy neighborhood,175
26021,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,175
26022,Clean Comfy 2 Bedrooms with 2. Bathrooms sleeps 6,246
26023,Big cozy private room next to the Park,44
26024,<3 Summer in East Village! BEST DEAL,99
26025,Clean room across the street from the high bridge,62
26026,"NO XTRA FEES, 30 min To Grand Central:Pvt Entrance",55
26027,"Manhattan nyc private room D
 15 MinTimes Square",69
26028,Luxury Apt in the heart of Harlem,150
26029,Homey and nice furnished studio apartment,125
26030,Bushwick Palace,80
26031,Lovely room across the street from high bridge.,42
26032,Nice room across the street from the high bridge.,42
26033,"Quiet, Comfortable room near A Express Train",50
26034,"Manhattan nyc private room C
15 min F Times Square",69
26035,Great Location - 1BR/Times Square/Hell's Kitchen,145
26036,"Comfy, cozy, private NYC Studio for One!",58
26037,Queit get away,65
26038,Cozy Apartment in Washington Heigths,175
26039,Private Manhattan Room Close to Train!,100
26040,Small studio in the heart of hells kitchen,135
26041,Private Bedroom Living Room w/Exposed Brick,120
26042,Quirky apt in great area,49
26043,Lovely Room in a Large Williamsburg Apartment,48
26044,420 Friendly with that  Southern Charm,55
26045,Eclectic studio steps from Highline Park Chelsea,435
26046,Marvelous Manhattan Marble Hill Private Suites,93
26047,Rest Assured Private room/Ensuite bath nearJFK,60
26048,Spacious and cosy bedroom in the heart of bushwick,42
26049,"Large Room,Private terrace, subway near",40
26050,1 Bedroom for rent -Gorgeous East Harlem Apartment,88
26051,"The Schoolhouse, Garden Floor",85
26052,Brick City,60
26053,Writer's Haven in Prime Bushwick,58
26054,Basin Homes,90
26055,Manhattan Marble Hill Private Sleep'n Suites,65
26056,Private Room in Sunny Apartment - Laundry in unit,76
26057,Your Own Flat in Historic Bed-Stuy District,74
26058,Beautiful Private Bedroom with Balcony,95
26059,Williamsburg-Greenpoint Loft,210
26060,One Bedroom,50
26061,"Brand new true 1BD, close to everything!",93
26062,Full Top Floor of Brownstone in Historic District,250
26063,"Bright, Clean + Beautiful West Village 1 Bedroom",269
26064,Nice Room in the upper west Manhathan,70
26065,Queen sized bedroom with skyline view - Greenpoint,90
26066,Luxury 2 Bedroom Empire Loft,422
26067,Designer's Chinatown Loft,250
26068,BunkBeds 5 min to NYC 900Mb Full Closet,99
26069,Sweet Cozy Bedroom with No Cleaning Fee : ),65
26070,"Cozy one bedroom aka ""The Green room"" (near JFK)",55
26071,Spacious gorgeous digs in East Village w elevator,149
26072,Our Astoria Apartment - (Long Term Rental),45
26073,Welcome to a beautiful House in Quiet Bronx,40
26074,Greenpoint Spacious New Room on McCarren Park,135
26075,Large Sunny apartment,45
26076,Romantic NYC Getaway,75
26077,Central Park north,200
26078,Minimal Light-filled Home Near Prospect Park,145
26079,Spacious 1BR Apt in heart of Gramercy! Sleeps 4,160
26080,Newly Renovated Apartment in the Heart of Brooklyn,100
26081,Clean apartment-styled space. 10min from JFK.,58
26082,Sun Drenched Master Bedroom in Brooklyn Apartment,120
26083,Sunny Private Bedroom in a Luxurious Apartment,80
26084,Manhattan room with a fire escape!,65
26085,Elegant Studio Apt in Prospect Heights,115
26086,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,220
26087,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,225
26088,Large Studio in Forest Hills,100
26089,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,225
26090,Cozy apartment,245
26091,Cozy Studio In Crown Heights,80
26092,"Brooklyn At Its Best, Too!",110
26093,Chic 1 Bedroom with Empire State Views in NYC,183
26094,Queens 20 mins to subway- 15 mins JFK- walk to bus,55
26095,New York Experience,250
26096,A serene apartment to rejuvenate yourself.,275
26097,"Quiet/Modern Triplex loft, steps to prospect park!",120
26098,Huge One of A Kind Loft West Village/Meatpacking,89
26099,Spacious Split Level  Apartment,100
26100,House of Moon Dog,59
26101,Private Room in Trendy Williamsburg Loft,50
26102,Room o4,45
26103,"Cute, airy attic room",50
26104,Cozy Room in a Friendly House CLOSE TO SUBWAY,49
26105,Cozy & Charming Uptown NYC Bedroom Near Subway,55
26106,My Little Cottage,69
26107,"2 bed, 2 full bath quaint street in Brooklyn",275
26108,"Sunny, Happy Space in Manhattan!",125
26109,The Penthouse,300
26110,Sunny apartment in the heart of trendy Greenpoint,145
26111,PRISTINE STUDIO IN THE HEART OF THE E.  VILLAGE,170
26112,Lo Studio/15 min central park/wifi+ street parking,95
26113,HI END LIVING IN UES LUXURY CONDOS-EAST 80TH ST,243
26114,Suite Di CLASSE East village-free Str.parking+wifi,150
26115,Sublet for Oct (Phone number hidden by Airbnb) utilities included,23
26116,Small Bedroom in Dreamy Brownstone,60
26117,SUPER LUXURY FOR 2 IN FINANCIAL DISTRICT,181
26118,The ocean view room size 12x14,70
26119,"Harlem intimate room,20 min to Time Square,by Park",53
26120,Midtown Apt. with a great view and everything near,130
26121,3 Bedroom in Great Midtown Location,350
26122,Cozy room in lovely apartment close to subway,60
26123,cozy & clean room in the Bronx,35
26124,Astoria apartment near Manhattan/LaGuardia,179
26125,The Peach Room,65
26126,Bright charming studio in quiet treelined Brooklyn,75
26127,My studio,90
26128,CHARMING OLD WORLD FLAT - WEST VILLAGE NEAR SOHO,114
26129,"2017 Renovated Central Flushing, NYC法拉盛中心的新装修房Wifi",111
26130,Apartment-Styled space in Queens. 10Min from JFK.,58
26131,450sqft Studio Stunning Water Front Balcony View,95
26132,Beautiful bright 1 bedroom in Greenwich Village,220
26133,Sunny & Stylish Room in lush apartment,99
26134,1 Bedroom in 2 bedroom Apartment,93
26135,"Pretty 1 bedroom apt, Williamsburg/ Females only",55
26136,Ocean Room at Great Location,50
26137,"Homey Midtown East 1BR w/ Gym, Doorman, near the 6th street by Blueground",308
26138,Entire Private Brownstone in Brooklyn,150
26139,Cozy Room in Bushwick.,35
26140,Bright UES 1-BR. Walk to Central Park and museums,150
26141,INVITING BRIGHT & STYLISH STUDIO,75
26142,Charming Apartment on Central Park West!,150
26143,Brand New Apt In A Beautiful Elevator Building,65
26144,Modern Loft overlooking McCarren Park,350
26145,Sunny 1 bedroom apartment on quiet block,125
26146,NYC private room in Private house|Mt Vernon area,59
26147,East Village Penthouse Terrace,140
26148,Brooklyn’s finest pt. Deux,75
26149,Restaurants- Nightlife-  Greenpoint - Williamsburg,184
26150,Bedford Bungalow  5  min cab from Williamsburg,125
26151,Perfect one bedroom in midtown Manhattan,175
26152,Two bedroom Beauty in midtown Manhattan,367
26153,Nettie's Brooklyn Dream Space,75
26154,Artist's Studio in historic Manhattan neighborhood,80
26155,Cozi property near Ocean,137
26156,Fabulous Sun-kissed Room in Heart of Chelsea!,95
26157,"ROOM EN NEW YORK, MANHATTAN",125
26158,East Village Rooftop Oasis w/ Private Entrance!,150
26159,Spacious Garden Apartment,115
26160,women only great place in Forest Hills NY,45
26161,Yankee Stadium Superhost! A 1BR/1BA City Escape!,55
26162,Perrier Palace,180
26163,"Bright Private room, perfect for fashion week!",55
26164,Private 1BR w/ Queen bed & TV next to Central Park,99
26165,High Line Sun Drenched Home,200
26166,Gorgeous Studio + Fully-stocked Italian Kitchen,70
26167,Worlds cutest apt in Boerum Hill / Carroll Gardens,125
26168,Great location!,150
26169,"Prime Location in Manhattan, near Central Park",164
26170,Sunny and Spacious Private Room,101
26171,Williamsburg Bedroom in a Beautiful  Home,60
26172,"Kings Plz Mall, Flatbush Ave, 30 mins to Manhattan",130
26173,Airway,150
26174,Green Oasis 15 min from Downtown Manhattan!,114
26175,"Söderläge - 3 bedrooms in Williamsburg, Brooklyn",225
26176,2 Bedroom/2 Bath Spacious Loft in Clinton Hill,250
26177,Cozy&Quiet One Bedroom Full Unit Near F/G train,99
26178,Luxury Midtown Manhattan Condo with 24hr Doorman,209
26179,"Good Access to Everywhere:)Bushwick, Brooklyn NY",59
26180,Big Luxury Apartment by Times Square,300
26181,Cozy private room in Midtown with private bathroom,160
26182,Cute little room,45
26183,Urban Bungalow Loft in Heart of Williamsburg!,250
26184,"Only woman ..  East elmhurts ,queens , ny 11369",60
26185,Living room available! Modern apartment in midtown,120
26186,Private room near train into midtown Manhattan,47
26187,Clean and cozy private bedroom in Central Harlem.,53
26188,Master room w/terrace/private bath near Mall queen,55
26189,COZY BEAUTIFUL 1 BEDROOM APT FOR 3PPL,225
26190,Gorgeous single room in Sunnyside near Manhattan,78
26191,Comfortable stay,52
26192,Private bed & bath by JFK & LGA; Easy NYC access!,60
26193,Cozy 2 bedroom apt in Lower East Side,161
26194,"Modern, natural light + in the best location",150
26195,Homey & Cozy Near Pratt! (Cat Lovers Only),60
26196,Upper West Side Room,75
26197,A Gem in the Heart of Brooklyn_(Rm#1),38
26198,Tristan's House,35
26199,Colorful entire studio with city views by subway!,115
26200,Franklin Guest Apt,130
26201,Extra Large 1 Bedroom Park Slope / Prospect Park,159
26202,Charming & Cozy Room in East Village Apt!,83
26203,Sun-filled Park Slope Gem - Location!,225
26204,Quaint room in Park Slope with awesome deck,70
26205,Cozy Park Slope 1br Bungalo,70
26206,Harlem Cozy Studio,125
26207,AMAZING KING 1 BEDROOM MIDTOWN,125
26208,1st floor room in the heart of Williamsburg,75
26209,"Long Island city, 15 min to Bryant Park",55
26210,Lower East Side Spot,198
26211,Bright W.burg 2 bedroom with Giant Private Garden,200
26212,Cabin in Bushwick,102
26213,"Historic (& happening!) Prospect Heights, BK",80
26214,Hamilton Heights 2 (1/2) bedroom apartment,350
26215,Artist space,140
26216,Amazing loft 1200 sqft in the best of Williamsburg,155
26217,Beautiful Brooklyn Brownstone w/private parking,310
26218,Authentic New York Artist Loft on the Bowery,525
26219,Harlem Heavenly Apartment,200
26220,Hidden Gem in the Heart of Park Slope,95
26221,Great budget private room,35
26222,"Clean, bright room Williamsburg  near L and JMZ .",150
26223,Cosy & quiet room in Brooklyn steps to the subway,98
26224,Prime Location! Luxury Bldg-Lg Rm w/ City Views!,79
26225,Luxury Tiny house • Ohka,79
26226,Cozy and Light Filled East Village Apartment,87
26227,Spatious Park Ave Studio,210
26228,Classic Harlem Garden Apartment,150
26229,2 bdrm quiet guest area in Times Square Townhouse,260
26230,East Harlem 1 bed apt- central location!,121
26231,**Amazing Studio Balcony Steps from Time Square**,129
26232,2 bedroom Modern Apt. in Prime Williamsburg,90
26233,"Room in duplex  w/sep. bathroom, close to J train",100
26234,Two Bedroom Pied A Terre,250
26235,Tiny homes on water,250
26236,Spacious 2-bedroom townhouse apt in Clinton Hill,225
26237,HUGE apartment in Crown Heights,45
26238,Oversized Studio Flat,165
26239,AWESOME APARTMENT mins from JFK and LGA,85
26240,"@FERRY, Private Cozy Room, Renovated&Stylish.",29
26241,"Huge Room, Access to Garden,Prime Williamsburg",85
26242,Big Bright Clean Room Near MANHATTAN and JFK,75
26243,Upper west side gem,330
26244,Cozy room in Sunset Park,79
26245,Cozy Private Bedroom/Bathroom,125
26246,Roomy Riverside Apartment,78
26247,Private room in 2br apartment near subway (train),70
26248,Beautiful Home in Queens,113
26249,Bedstuy/Bushwick 3 FLOOR TOWNHOUSE,370
26250,Newly renovated garden apartment in brownstone!,150
26251,PRIVATE CLEAN ROOM,60
26252,Private cozy room- W 145st & Saint Nicholas Ave,65
26253,"STUNNING, HUGE 1 bed apartment, steps from train!",103
26254,Charming & Convenient Brooklyn Bedroom,60
26255,Great Location to Explore NYC,65
26256,Well-Located Private Bedroom in Williamsburg,80
26257,Cozy Moroccan 1BR APT in the heart of Astoria,50
26258,Prime Location of Flushing Queens 豪华卧室 旅途中的家 A,60
26259,the best you can find,0
26260,"Beautiful, spacious apartment in Brooklyn",137
26261,"Huge historical 1 bedroom in South Park Slope, BK",150
26262,Huge Homey Relaxing room 25 mins from Times Sq!,65
26263,Spacious bedroom in Artist's Apartment-Atelier,120
26264,Modern Penthouse Apartment with Private Roof Deck,225
26265,Private Sunny Room with Balcony in Bushwick,50
26266,"Luxury High-Rise, Floor-Ceiling Windows, Balcony",435
26267,Room in Chelsea,100
26268,Cozy and comfy apartment in Sunset-Newly renovated,150
26269,Large Bedroom near Manhattan,85
26270,Huge Bedroom with Private bath - Close to Subway,69
26271,LUXURY BROADWAY/FINANCIAL DISTRICT,235
26272,Private Room in Astoria minutes to NYC,47
26273,MOST CENTRAL LOCATION,134
26274,Williamsburg's BEST location Apartment,200
26275,Best Space near Manhattan!,150
26276,Prime location.near all 20 mins to manhattan.apt1B,99
26277,The Little Nook 1,70
26278,UES Renovated Safe Location,148
26279,Arts / Nightlife Central,30
26280,Some fresh air,450
26281,Beautiful apt. in Upper West Side close to subway,150
